provider,hospital,hospcity,hospstate,hsanum,hsacity,hsastate,hrrnum,hrrcity,hrrstate
50028,Mad River Community Hospital,Arcata,CA,5008,Arcata,CA,73,Redding,CA
50030,Oroville Hospital,Oroville,CA,5166,Oroville,CA,31,Chico,CA
50036,Bakersfield Memorial Hospital,Bakersfield,CA,5015,Bakersfield,CA,25,Bakersfield,CA
50038,Santa Clara Valley Med Ctr,San Jose,CA,5210,San Jose,CA,82,San Jose,CA
50039,Enloe Medical Center,Chico,CA,5037,Chico,CA,31,Chico,CA
50040,LAC/Olive View-UCLA Med Ctr,Sylmar,CA,5139,Mission Hills,CA,56,Los Angeles,CA
50042,St. Elizabeth Community Hospital,Red Bluff,CA,5190,Red Bluff,CA,31,Chico,CA
50043,Alta Bates Summit-Summit Campus,Oakland,CA,5161,Oakland,CA,65,Alameda County,CA
50045,El Centro Regional Med Ctr,El Centro,CA,5062,El Centro,CA,80,San Diego,CA
50046,Ojai Valley Community Hospital,Ojai,CA,5163,Ojai,CA,96,Ventura,CA
50047,California Pacific Med Ctr,San Francisco,CA,5208,San Francisco,CA,81,San Francisco,CA
50054,San Gorgonio Memorial Hospital,Banning,CA,5017,Banning,CA,79,San Bernardino,CA
50055,St. Luke's Hospital,San Francisco,CA,5208,San Francisco,CA,81,San Francisco,CA
50056,Antelope Valley Hospital,Lancaster,CA,5117,Lancaster,CA,56,Los Angeles,CA
50057,Kaweah Delta Medical Center,Visalia,CA,5261,Visalia,CA,25,Bakersfield,CA
50058,Glendale Memorial Hospital,Glendale,CA,5084,Glendale,CA,56,Los Angeles,CA
50060,Community Regional Med Ctr,Fresno,CA,5078,Fresno,CA,43,Fresno,CA
50063,Hollywood Presbyterian Med Ctr,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50067,Oak Valley Hospital District,Oakdale,CA,5160,Oakdale,CA,58,Modesto,CA
50069,St. Joseph Hospital-Orange,Orange,CA,5165,Orange,CA,23,Orange County,CA
50077,Scripps Mercy Hospital,San Diego,CA,5205,San Diego,CA,80,San Diego,CA
50078,Prov Little Co. of Mary-San Pedro,San Pedro,CA,5215,San Pedro,CA,56,Los Angeles,CA
50079,Doctors Med Ctr-San Pablo Campus,San Pablo,CA,5214,San Pablo,CA,81,San Francisco,CA
50082,St. John's Regional Med Ctr,Oxnard,CA,5167,Oxnard,CA,96,Ventura,CA
50084,St. Joseph's Medical Center,Stockton,CA,5239,Stockton,CA,91,Stockton,CA
50089,Community Hosp of San Bernardino,San Bernardino,CA,5203,San Bernardino,CA,79,San Bernardino,CA
50090,Sonoma Valley Hospital,Sonoma,CA,5231,Sonoma,CA,89,Santa Rosa,CA
50091,Community Hosp of Huntington Park,Huntington Park,CA,5130,Lynwood,CA,56,Los Angeles,CA
50093,St. Agnes Medical Center,Fresno,CA,5078,Fresno,CA,43,Fresno,CA
50096,Doctors Hospital of West Covina,West Covina,CA,5265,West Covina,CA,56,Los Angeles,CA
50099,San Antonio Community Hospital,Upland,CA,5254,Upland,CA,79,San Bernardino,CA
50100,Sharp Memorial Hospital,San Diego,CA,5205,San Diego,CA,80,San Diego,CA
50101,Sutter Solano Medical Center,Vallejo,CA,5257,Vallejo,CA,81,San Francisco,CA
50102,Parkview Community Hosp Med Ctr,Riverside,CA,5198,Riverside,CA,79,San Bernardino,CA
50103,White Memorial Medical Center,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50104,St. Francis Medical Center,Lynwood,CA,5130,Lynwood,CA,56,Los Angeles,CA
50107,Marian Medical Center,Santa Maria,CA,5222,Santa Maria,CA,86,Santa Barbara,CA
50108,"Sutter Med Ctr, Sacramento",Sacramento,CA,5200,Sacramento,CA,77,Sacramento,CA
50110,Lompoc Valley Medical Center,Lompoc,CA,5122,Lompoc,CA,86,Santa Barbara,CA
50111,Temple Community Hospital,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50112,Santa Monica-UCLA Med Ctr/Ortho,Santa Monica,CA,5223,Santa Monica,CA,56,Los Angeles,CA
50113,San Mateo Medical Center,San Mateo,CA,5213,San Mateo,CA,85,San Mateo County,CA
50115,Palomar Medical Center,Escondido,CA,5065,Escondido,CA,80,San Diego,CA
50116,Northridge Hosp-Roscoe Blvd,Northridge,CA,5157,Northridge,CA,56,Los Angeles,CA
50118,Doctors Hospital of Manteca,Manteca,CA,5133,Manteca,CA,91,Stockton,CA
50121,Hanford Community Medical Center,Hanford,CA,5091,Hanford,CA,43,Fresno,CA
50122,Dameron Hospital,Stockton,CA,5239,Stockton,CA,91,Stockton,CA
50124,Verdugo Hills Hospital,Glendale,CA,5084,Glendale,CA,56,Los Angeles,CA
50125,Regional Med Ctr of San Jose,San Jose,CA,5210,San Jose,CA,82,San Jose,CA
50126,Valley Presbyterian Hospital,Van Nuys,CA,5258,Van Nuys,CA,56,Los Angeles,CA
50127,Woodland Healthcare,Woodland,CA,5274,Woodland,CA,77,Sacramento,CA
50128,Tri-City Medical Center,Oceanside,CA,5162,Oceanside,CA,80,San Diego,CA
50129,St. Bernardine Medical Center,San Bernardino,CA,5203,San Bernardino,CA,79,San Bernardino,CA
50131,Novato Community Hospital,Novato,CA,5159,Novato,CA,81,San Francisco,CA
50132,San Gabriel Valley Med Ctr,San Gabriel,CA,5209,San Gabriel,CA,56,Los Angeles,CA
50133,Fremont-Rideout Health Group,Marysville,CA,5137,Marysville,CA,77,Sacramento,CA
50135,Hollywood Community Hospital,Hollywood,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50136,Petaluma Valley Hospital,Petaluma,CA,5177,Petaluma,CA,89,Santa Rosa,CA
50145,Community Hosp/Monterey Peninsula,Monterey,CA,5145,Monterey,CA,78,Salinas,CA
50146,City of Hope-Helford Hospital,Duarte,CA,5060,Duarte,CA,56,Los Angeles,CA
50149,California Hospital Med Ctr,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50150,Sierra Nevada Memorial Hospital,Grass Valley,CA,5087,Grass Valley,CA,77,Sacramento,CA
50152,St. Francis Memorial Hospital,San Francisco,CA,5208,San Francisco,CA,81,San Francisco,CA
50153,O'Connor Hospital,San Jose,CA,5210,San Jose,CA,82,San Jose,CA
50158,Encino Hospital Medical Center,Encino,CA,5064,Encino,CA,56,Los Angeles,CA
50159,Ventura County Medical Center,Ventura,CA,5259,Ventura,CA,96,Ventura,CA
50167,San Joaquin General Hospital,French Camp,CA,5239,Stockton,CA,91,Stockton,CA
50168,St. Jude Medical Center,Fullerton,CA,5079,Fullerton,CA,23,Orange County,CA
50169,Presbyterian Intercommunity Hosp,Whittier,CA,5270,Whittier,CA,56,Los Angeles,CA
50174,Santa Rosa Memorial Hospital,Santa Rosa,CA,5225,Santa Rosa,CA,89,Santa Rosa,CA
50179,Emanuel Medical Center,Turlock,CA,5252,Turlock,CA,58,Modesto,CA
50180,"John Muir Med Ctr, Walnut Creek",Walnut Creek,CA,5262,Walnut Creek,CA,33,Contra Costa County,CA
50189,George L. Mee Memorial Hospital,King City,CA,5106,King City,CA,78,Salinas,CA
50191,St. Mary Med Ctr-Long Beach,Long Beach,CA,5124,Long Beach,CA,56,Los Angeles,CA
50192,Sierra-Kings District Hospital,Reedley,CA,5078,Fresno,CA,43,Fresno,CA
50194,Watsonville Community Hospital,Watsonville,CA,5263,Watsonville,CA,87,Santa Cruz,CA
50195,Washington Hosp Healthcare Sys,Fremont,CA,5077,Fremont,CA,65,Alameda County,CA
50196,Central Valley General Hospital,Hanford,CA,5091,Hanford,CA,43,Fresno,CA
50197,Sequoia Hospital,Redwood City,CA,5194,Redwood City,CA,85,San Mateo County,CA
50204,Palmdale Regional Medical Center,Palmdale,CA,5117,Lancaster,CA,56,Los Angeles,CA
50205,East Valley Hospital Med Ctr,Glendora,CA,5085,Glendora,CA,56,Los Angeles,CA
50211,Alameda Hospital,Alameda,CA,5001,Alameda,CA,65,Alameda County,CA
50219,Coast Plaza Hospital,Norwalk,CA,5158,Norwalk,CA,56,Los Angeles,CA
50222,Sharp Chula Vista Medical Center,Chula Vista,CA,5040,Chula Vista,CA,80,San Diego,CA
50224,Hoag Memorial Hosp Presbyterian,Newport Beach,CA,5155,Newport Beach,CA,23,Orange County,CA
50225,Feather River Hospital,Paradise,CA,5172,Paradise,CA,31,Chico,CA
50226,Anaheim Regional Medical Center,Anaheim,CA,5004,Anaheim,CA,23,Orange County,CA
50228,San Francisco General Hospital,San Francisco,CA,5208,San Francisco,CA,81,San Francisco,CA
50230,Garden Grove Hosp and Med Ctr,Garden Grove,CA,5081,Garden Grove,CA,23,Orange County,CA
50231,Pomona Valley Hospital Med Ctr,Pomona,CA,5183,Pomona,CA,56,Los Angeles,CA
50232,French Hospital Medical Center,San Luis Obispo,CA,5212,San Luis Obispo,CA,83,San Luis Obispo,CA
50234,Sharp Coronado Hospital,Coronado,CA,5048,Coronado,CA,80,San Diego,CA
50235,Providence St. Joseph Med Ctr,Burbank,CA,5028,Burbank,CA,56,Los Angeles,CA
50236,Simi Valley Hosp & Hlth Care Svcs,Simi Valley,CA,5229,Simi Valley,CA,96,Ventura,CA
50238,Methodist Hosp of Southern CA,Arcadia,CA,5007,Arcadia,CA,56,Los Angeles,CA
50239,Glendale Adventist Med Ctr,Glendale,CA,5084,Glendale,CA,56,Los Angeles,CA
50242,Dominican Hospital,Santa Cruz,CA,5221,Santa Cruz,CA,87,Santa Cruz,CA
50243,Desert Regional Medical Center,Palm Springs,CA,5168,Palm Springs,CA,69,Palm Springs/Rancho Mirage,CA
50245,Arrowhead Regional Med Ctr,Colton,CA,5121,Loma Linda,CA,79,San Bernardino,CA
50248,Natividad Medical Center,Salinas,CA,5201,Salinas,CA,78,Salinas,CA
50254,Marshall Medical Center,Placerville,CA,5182,Placerville,CA,77,Sacramento,CA
50257,Good Samaritan-Bakersfield,Bakersfield,CA,5015,Bakersfield,CA,25,Bakersfield,CA
50261,Sierra View District Hospital,Porterville,CA,5185,Porterville,CA,25,Bakersfield,CA
50262,Ronald Reagan UCLA Med Ctr,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50272,Redlands Community Hospital,Redlands,CA,5192,Redlands,CA,79,San Bernardino,CA
50276,Contra Costa Regional Med Ctr,Martinez,CA,5136,Martinez,CA,33,Contra Costa County,CA
50277,Pacific Hospital of Long Beach,Long Beach,CA,5124,Long Beach,CA,56,Los Angeles,CA
50278,Providence Holy Cross Med Ctr,Mission Hills,CA,5139,Mission Hills,CA,56,Los Angeles,CA
50279,Hi-Desert Medical Center,Joshua Tree,CA,5105,Joshua Tree,CA,69,Palm Springs/Rancho Mirage,CA
50280,Mercy Med Ctr-Redding,Redding,CA,5191,Redding,CA,73,Redding,CA
50281,Alhambra Hospital Medical Center,Alhambra,CA,5209,San Gabriel,CA,56,Los Angeles,CA
50283,ValleyCare Medical Center,Pleasanton,CA,5287,Pleasanton,CA,65,Alameda County,CA
50289,Seton Medical Center,Daly City,CA,5053,Daly City,CA,85,San Mateo County,CA
50290,St. John's Health Center,Santa Monica,CA,5223,Santa Monica,CA,56,Los Angeles,CA
50291,Sutter Med Ctr of Santa Rosa,Santa Rosa,CA,5225,Santa Rosa,CA,89,Santa Rosa,CA
50292,Riverside Cty Regional Med Ctr,Moreno Valley,CA,5198,Riverside,CA,79,San Bernardino,CA
50295,Mercy Hospitals of Bakersfield,Bakersfield,CA,5015,Bakersfield,CA,25,Bakersfield,CA
50296,Hazel Hawkins Memorial Hospital,Hollister,CA,5098,Hollister,CA,82,San Jose,CA
50298,Barstow Community Hospital,Barstow,CA,5018,Barstow,CA,79,San Bernardino,CA
50300,St. Mary Med Ctr-Apple Valley,Apple Valley,CA,5006,Apple Valley,CA,79,San Bernardino,CA
50301,Ukiah Valley Medical Center,Ukiah,CA,5253,Ukiah,CA,62,Napa,CA
50305,Alta Bates Summit Med Ctr-Berkeley,Berkeley,CA,5020,Berkeley,CA,65,Alameda County,CA
50308,El Camino Hospital,Mountain View,CA,5149,Mountain View,CA,82,San Jose,CA
50309,Sutter Roseville Medical Center,Roseville,CA,5199,Roseville,CA,77,Sacramento,CA
50313,Sutter Tracy Community Hospital,Tracy,CA,5249,Tracy,CA,91,Stockton,CA
50315,Kern Medical Center,Bakersfield,CA,5015,Bakersfield,CA,25,Bakersfield,CA
50320,Alameda County Medical Center,Oakland,CA,5161,Oakland,CA,65,Alameda County,CA
50324,Scripps Memorial Hosp-La Jolla,La Jolla,CA,5108,La Jolla,CA,80,San Diego,CA
50327,Loma Linda University Med Ctr,Loma Linda,CA,5121,Loma Linda,CA,79,San Bernardino,CA
50329,Corona Regional Medical Center,Corona,CA,5047,Corona,CA,23,Orange County,CA
50334,Salinas Valley Mem Healthcare Sys,Salinas,CA,5201,Salinas,CA,78,Salinas,CA
50335,Sonora Regional Medical Center,Sonora,CA,5232,Sonora,CA,58,Modesto,CA
50336,Lodi Memorial Hospital,Lodi,CA,5120,Lodi,CA,77,Sacramento,CA
50342,Pioneers Mem Healthcare District,Brawley,CA,5024,Brawley,CA,80,San Diego,CA
50348,UC Irvine Healthcare,Orange,CA,5165,Orange,CA,23,Orange County,CA
50349,Corcoran District Hospital,Corcoran,CA,5046,Corcoran,CA,43,Fresno,CA
50350,Beverly Hospital,Montebello,CA,5144,Montebello,CA,56,Los Angeles,CA
50351,Torrance Memorial Medical Center,Torrance,CA,5248,Torrance,CA,56,Los Angeles,CA
50352,Barton Healthcare System,South Lake Tahoe,CA,5235,South Lake Tahoe,CA,77,Sacramento,CA
50353,Prov Little Co. of Mary-Torrance,Torrance,CA,5248,Torrance,CA,56,Los Angeles,CA
50357,Goleta Valley Cottage Hospital,Santa Barbara,CA,5219,Santa Barbara,CA,86,Santa Barbara,CA
50359,Tulare Regional Medical Center,Tulare,CA,5251,Tulare,CA,25,Bakersfield,CA
50360,Marin General Hospital,Greenbrae,CA,5088,Greenbrae,CA,81,San Francisco,CA
50367,NorthBay Medical Center,Fairfield,CA,5068,Fairfield,CA,33,Contra Costa County,CA
50373,LAC/USC Medical Center,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50376,LAC/Harbor-UCLA Med Ctr,Torrance,CA,5248,Torrance,CA,56,Los Angeles,CA
50378,Pacifica Hospital of the Valley,Sun Valley,CA,5028,Burbank,CA,56,Los Angeles,CA
50380,Good Samaritan-San Jose,San Jose,CA,5210,San Jose,CA,82,San Jose,CA
50382,Citrus Valley - Inter-Community,Covina,CA,5050,Covina,CA,56,Los Angeles,CA
50385,Palm Drive Hospital,Sebastopol,CA,5226,Sebastopol,CA,89,Santa Rosa,CA
50390,Hemet Valley Medical Center,Hemet,CA,5097,Hemet,CA,79,San Bernardino,CA
50393,Downey Regional Medical Center,Downey,CA,5059,Downey,CA,56,Los Angeles,CA
50394,Community Memorial Health System,Ventura,CA,5259,Ventura,CA,96,Ventura,CA
50396,Santa Barbara Cottage Hospital,Santa Barbara,CA,5219,Santa Barbara,CA,86,Santa Barbara,CA
50397,Coalinga Regional Medical Center,Coalinga,CA,5043,Coalinga,CA,43,Fresno,CA
50407,Chinese Hospital,San Francisco,CA,5208,San Francisco,CA,81,San Francisco,CA
50414,Mercy Hospital of Folsom,Folsom,CA,5071,Folsom,CA,77,Sacramento,CA
50417,Sutter Coast Hospital,Crescent City,CA,5051,Crescent City,CA,343,Medford,OR
50423,Palo Verde Hospital,Blythe,CA,5023,Blythe,CA,12,Phoenix,AZ
50424,Scripps Green Hospital,La Jolla,CA,5108,La Jolla,CA,80,San Diego,CA
50426,West Anaheim Medical Center,Anaheim,CA,5004,Anaheim,CA,23,Orange County,CA
50434,Colusa Regional Medical Center,Colusa,CA,5044,Colusa,CA,77,Sacramento,CA
50435,Fallbrook Hospital,Fallbrook,CA,5070,Fallbrook,CA,80,San Diego,CA
50438,Huntington Memorial Hospital,Pasadena,CA,5174,Pasadena,CA,56,Los Angeles,CA
50441,Stanford Hospital and Clinics,Stanford,CA,5237,Stanford,CA,85,San Mateo County,CA
50444,Mercy Med Ctr-Merced,Merced,CA,5138,Merced,CA,58,Modesto,CA
50448,Ridgecrest Regional Hospital,Ridgecrest,CA,5197,Ridgecrest,CA,79,San Bernardino,CA
50454,UCSF Medical Center,San Francisco,CA,5208,San Francisco,CA,81,San Francisco,CA
50455,San Joaquin Community Hospital,Bakersfield,CA,5015,Bakersfield,CA,25,Bakersfield,CA
50457,St. Mary's Medical Center,San Francisco,CA,5208,San Francisco,CA,81,San Francisco,CA
50464,Doctors Med Ctr-Modesto,Modesto,CA,5141,Modesto,CA,58,Modesto,CA
50468,Memorial Hospital of Gardena,Gardena,CA,5082,Gardena,CA,56,Los Angeles,CA
50471,Good Samaritan-Los Angeles,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50481,West Hills Hospital and Med Ctr,West Hills,CA,5032,Canoga Park,CA,56,Los Angeles,CA
50485,Long Beach Memorial Med Ctr,Long Beach,CA,5124,Long Beach,CA,56,Los Angeles,CA
50488,Eden Medical Center,Castro Valley,CA,5034,Castro Valley,CA,65,Alameda County,CA
50492,Clovis Community Medical Center,Clovis,CA,5078,Fresno,CA,43,Fresno,CA
50496,"John Muir Med Ctr, Concord",Concord,CA,5045,Concord,CA,33,Contra Costa County,CA
50498,Sutter Auburn Faith Hospital,Auburn,CA,5012,Auburn,CA,77,Sacramento,CA
50502,St. Vincent Medical Center,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50503,Scripps Memorial Hosp-Encinitas,Encinitas,CA,5063,Encinitas,CA,80,San Diego,CA
50506,Sierra Vista Regional Med Ctr,San Luis Obispo,CA,5212,San Luis Obispo,CA,83,San Luis Obispo,CA
50516,Mercy San Juan Medical Center,Carmichael,CA,5033,Carmichael,CA,77,Sacramento,CA
50517,Victor Valley Community Hospital,Victorville,CA,5260,Victorville,CA,79,San Bernardino,CA
50523,Sutter Delta Medical Center,Antioch,CA,5005,Antioch,CA,33,Contra Costa County,CA
50526,Huntington Beach Hospital,Huntington Beach,CA,5100,Huntington Beach,CA,23,Orange County,CA
50528,Memorial Hospital Los Banos,Los Banos,CA,5127,Los Banos,CA,58,Modesto,CA
50531,Bellflower Medical Center,Bellflower,CA,5019,Bellflower,CA,56,Los Angeles,CA
50534,John F. Kennedy Memorial Hosp,Indio,CA,5102,Indio,CA,80,San Diego,CA
50537,Sutter Davis Hospital,Davis,CA,5054,Davis,CA,77,Sacramento,CA
50543,College Hospital Costa Mesa,Costa Mesa,CA,5155,Newport Beach,CA,23,Orange County,CA
50545,Lanterman Developmental Center,Pomona,CA,5183,Pomona,CA,56,Los Angeles,CA
50546,Porterville Developmental Center,Porterville,CA,5185,Porterville,CA,25,Bakersfield,CA
50547,Sonoma Developmental Center,Eldridge,CA,5231,Sonoma,CA,89,Santa Rosa,CA
50548,Fairview Developmental Center,Costa Mesa,CA,5155,Newport Beach,CA,23,Orange County,CA
50549,Los Robles Hospital and Med Ctr,Thousand Oaks,CA,5247,Thousand Oaks,CA,96,Ventura,CA
50551,Los Alamitos Medical Center,Los Alamitos,CA,5125,Los Alamitos,CA,23,Orange County,CA
50552,Motion Picture & TV Fund Hosp,Woodland Hills,CA,5032,Canoga Park,CA,56,Los Angeles,CA
50557,Memorial Medical Center,Modesto,CA,5141,Modesto,CA,58,Modesto,CA
50567,Mission Hospital,Mission Viejo,CA,5140,Mission Viejo,CA,23,Orange County,CA
50568,Madera Community Hospital,Madera,CA,5131,Madera,CA,43,Fresno,CA
50570,Fountain Valley Reg Hosp & Med Ctr,Fountain Valley,CA,5075,Fountain Valley,CA,23,Orange County,CA
50573,Eisenhower Medical Center,Rancho Mirage,CA,5189,Rancho Mirage,CA,69,Palm Springs/Rancho Mirage,CA
50575,Tri-City Regional Medical Center,Hawaiian Gardens,CA,5124,Long Beach,CA,56,Los Angeles,CA
50580,La Palma Intercommunity Hospital,La Palma,CA,5004,Anaheim,CA,23,Orange County,CA
50581,Lakewood Regional Medical Center,Lakewood,CA,5116,Lakewood,CA,56,Los Angeles,CA
50586,Chino Valley Medical Center,Chino,CA,5038,Chino,CA,79,San Bernardino,CA
50588,San Dimas Community Hospital,San Dimas,CA,5206,San Dimas,CA,56,Los Angeles,CA
50589,Placentia-Linda Hospital,Placentia,CA,5079,Fullerton,CA,23,Orange County,CA
50590,Methodist Hospital of Sacramento,Sacramento,CA,5200,Sacramento,CA,77,Sacramento,CA
50597,Foothill Presbyterian Hospital,Glendora,CA,5085,Glendora,CA,56,Los Angeles,CA
50599,UC Davis Medical Center,Sacramento,CA,5200,Sacramento,CA,77,Sacramento,CA
50603,Saddleback Memorial Med Ctr,Laguna Hills,CA,5112,Laguna Hills,CA,23,Orange County,CA
50608,Delano Regional Medical Center,Delano,CA,5056,Delano,CA,25,Bakersfield,CA
50616,St. John's Pleasant Valley Hosp,Camarillo,CA,5031,Camarillo,CA,96,Ventura,CA
50618,Bear Valley Community Hospital,Big Bear Lake,CA,5021,Big Bear Lake,CA,79,San Bernardino,CA
50624,Henry Mayo Newhall Memorial Hosp,Valencia,CA,5256,Valencia,CA,56,Los Angeles,CA
50625,Cedars-Sinai Medical Center,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50633,Twin Cities Community Hospital,Templeton,CA,5246,Templeton,CA,83,San Luis Obispo,CA
50636,Pomerado Hospital,Poway,CA,5187,Poway,CA,80,San Diego,CA
50641,East Los Angeles Doctors Hosp,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50644,Los Angeles Metropolitan Med Ctr,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50660,USC Norris Cancer Hospital,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50663,Los Angeles Community Hospital,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50668,Laguna Honda Hosp and Rehab Ctr,San Francisco,CA,5208,San Francisco,CA,81,San Francisco,CA
50678,Orange Coast Memorial Med Ctr,Fountain Valley,CA,5075,Fountain Valley,CA,23,Orange County,CA
50680,NorthBay VacaValley Hospital,Vacaville,CA,5255,Vacaville,CA,33,Contra Costa County,CA
50684,Menifee Valley Medical Center,Sun City,CA,5289,Sun City,CA,79,San Bernardino,CA
50688,St. Louise Regional Hospital,Gilroy,CA,5083,Gilroy,CA,82,San Jose,CA
50689,San Ramon Regional Med Ctr,San Ramon,CA,5288,San Ramon,CA,33,Contra Costa County,CA
50696,USC University Hospital,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50697,Patients' Hospital of Redding,Redding,CA,5191,Redding,CA,73,Redding,CA
50701,Rancho Springs Medical Center,Murrieta,CA,5271,Wildomar/Murrieta,CA,80,San Diego,CA
50704,Mission Community Hospital,Panorama City,CA,5171,Panorama City,CA,56,Los Angeles,CA
50708,Fresno Surgical Hospital,Fresno,CA,5078,Fresno,CA,43,Fresno,CA
50709,Desert Valley Hospital,Victorville,CA,5260,Victorville,CA,79,San Bernardino,CA
50714,Sutter Maternity and Surgery Ctr,Santa Cruz,CA,5221,Santa Cruz,CA,87,Santa Cruz,CA
50717,Rancho Los Amigos Natl Rehab Ctr,Downey,CA,5059,Downey,CA,56,Los Angeles,CA
50724,Bakersfield Heart Hospital,Bakersfield,CA,5015,Bakersfield,CA,25,Bakersfield,CA
50726,Stanislaus Surgical Hospital,Modesto,CA,5141,Modesto,CA,58,Modesto,CA
50727,Community Hosp of Long Beach,Long Beach,CA,5124,Long Beach,CA,56,Los Angeles,CA
50732,Fresno Heart and Surgical Hosp,Fresno,CA,5078,Fresno,CA,43,Fresno,CA
50735,Whittier Hospital Medical Center,Whittier,CA,5270,Whittier,CA,56,Los Angeles,CA
50736,Monterey Park Hospital,Monterey Park,CA,5146,Monterey Park,CA,56,Los Angeles,CA
50737,Garfield Medical Center,Monterey Park,CA,5146,Monterey Park,CA,56,Los Angeles,CA
50738,Greater El Monte Community Hosp,South El Monte,CA,5233,South El Monte,CA,56,Los Angeles,CA
50739,Centinela Hospital Med Ctr,Inglewood,CA,5103,Inglewood,CA,56,Los Angeles,CA
50740,Marina Del Rey Hospital,Marina Del Rey,CA,5223,Santa Monica,CA,56,Los Angeles,CA
50742,Olympia Medical Center,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50744,Western Medical Center-Anaheim,Anaheim,CA,5004,Anaheim,CA,23,Orange County,CA
50745,Chapman Medical Center,Orange,CA,5165,Orange,CA,23,Orange County,CA
50746,Western Medical Center-Santa Ana,Santa Ana,CA,5218,Santa Ana,CA,23,Orange County,CA
50747,Coastal Communities Hospital,Santa Ana,CA,5075,Fountain Valley,CA,23,Orange County,CA
50749,Thousand Oaks Surgical Hospital,Thousand Oaks,CA,5247,Thousand Oaks,CA,96,Ventura,CA
50751,Miracle Mile Medical Center,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50752,Brotman Medical Center,Culver City,CA,5052,Culver City,CA,56,Los Angeles,CA
50754,Menlo Park Surgical Hospital,Menlo Park,CA,5237,Stanford,CA,85,San Mateo County,CA
50755,Sherman Oaks Hospital,Sherman Oaks,CA,5258,Van Nuys,CA,56,Los Angeles,CA
50757,Alvarado Hospital,San Diego,CA,5205,San Diego,CA,80,San Diego,CA
50758,Montclair Hospital Med Ctr,Montclair,CA,5183,Pomona,CA,56,Los Angeles,CA
50761,Providence Tarzana Med Ctr,Tarzana,CA,5244,Tarzana,CA,56,Los Angeles,CA
50763,Silver Lake Medical Center,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50764,Shasta Regional Medical Center,Redding,CA,5191,Redding,CA,73,Redding,CA
50766,Sutter Surg Hosp - North Valley,Yuba City,CA,5278,Yuba City,CA,77,Sacramento,CA
50768,Anaheim General Hospital,Anaheim,CA,5004,Anaheim,CA,23,Orange County,CA
50769,Hoag Orthopedic Institute,Irvine,CA,5218,Santa Ana,CA,23,Orange County,CA
51300,Eastern Plumas Hlth Care District,Portola,CA,5186,Portola,CA,280,Reno,NV
